start,accurate,not accurate,epsilon,percentage
1230000001,1230006000.9853659,3841874.5440214467,1226164126.4413445,99.68765399998507
1240000001,1240006000.985484,3857460.3059526095,1236148540.6795313,99.68891599694784
1250000001,1250006000.9856,3872983.3477566103,1246133017.6378434,99.69016281964224
1260000001,1260006000.9857144,3888444.4205877497,1256117556.5651267,99.6913947697435
1270000001,1270006000.985827,3903844.2607255736,1266102156.7251015,99.69261214059657
1280000001,1280006000.9859376,3919183.589984016,1276086817.3959537,99.69381521750952
1290000001,1290006000.9860466,3934463.116106186,1286071537.8699403,99.69500427803445
1300000001,1300006000.9861538,3949683.533145409,1296056317.4530084,99.69617959223656
1310000001,1310006000.9862597,3964845.5218331018,1306041155.4644265,99.69734142295164
1320000001,1320006000.9863636,3979949.7499340368,1316026051.2364297,99.69849002603321
1330000001,1330006000.9864662,3994996.872589514,1326011004.1138766,99.69962565058907
1340000001,1340006000.9865673,4009987.5326489485,1335996013.4539182,99.70074853920828
1350000001,1350006000.9866667,4024922.3609903334,1345981078.6256764,99.70185892817895
1360000001,1360006000.9867647,4039801.9768300527,1355966199.0099347,99.70295704769693
1370000001,1370006000.9868615,4054626.9880224494,1365951373.998839,99.70404312206648
1380000001,1380006000.9869566,4069397.99134958,1375936602.995607,99.70511736989265
1390000001,1390006000.9870505,4084115.5728015336,1385921885.414249,99.70618000426606
1400000001,1400006000.987143,4098780.3078476894,1395907220.6792953,99.7072312329406
1410000001,1410006000.987234,4113392.7616992765,1405892608.225535,99.70827125850393
1420000001,1420006000.987324,4127953.4895635634,1415878047.4977605,99.70930027854155
1430000001,1430006000.9874127,4142463.0368900094,1425863537.9505227,99.71031848579449
1440000001,1440006000.9875,4156921.939608681,1435849079.0478914,99.71132606831097
1450000001,1450006000.9875863,4171330.724361232,1445834670.263225,99.71232320959223
1460000001,1460006000.9876714,4185689.9087247252,1455820311.0789466,99.71331008873298
1470000001,1470006000.987755,4200000.0014285715,1465806000.9863265,99.71428688055651
1480000001,1480006000.9878378,4214261.502564833,1475791739.485273,99.71525375574477
1490000001,1490006000.9879196,4228474.903792147,1485777526.0841274,99.71621088096366
1500000001,1500006000.9880002,4242640.688533499,1495763360.2994666,99.71715841898371
1510000001,1510006000.9880795,4256759.332168075,1505749241.6559114,99.7180965287964
1520000001,1520006000.9881577,4270831.302217403,1515735169.6859403,99.71902536572613
1530000001,1530006000.9882352,4284857.05852599,1525721143.9297092,99.71994508153834
1540000001,1540006000.9883118,4298837.053436662,1535707163.934875,99.72085582454368
1550000001,1550006000.988387,4312771.731960782,1545693229.2564263,99.72175773969838
1560000001,1560006000.9884615,4326661.531943537,1555679339.456518,99.72265096870126
1570000001,1570006000.9885352,4340506.884224468,1565665494.1043108,99.72353565008724
1580000001,1580006000.9886076,4354308.212793394,1575651692.7758143,99.72441191931748
1590000001,1590006000.9886794,4368065.934941917,1585637935.0537374,99.72527990886664
1600000001,1600006000.98875,4381780.461410635,1595624220.5273395,99.72613974830702
1610000001,1610006000.9888198,4395452.196532229,1605610548.7922876,99.72699156438965
1620000001,1620006000.988889,4409081.538370548,1615596919.4505184,99.72783548112297
1630000001,1630006000.9889572,4422668.878855843,1625583332.1101012,99.72867161984847
1640000001,1640006000.9890244,4436214.603916272,1635569786.3851082,99.72950009931422
1650000001,1650006000.989091,4449719.093605798,1645556281.8954852,99.73032103574542
1660000001,1660006000.9891565,4463182.722228612,1655542818.266928,99.73113454291315
1670000001,1670006000.9892216,4476605.8584601795,1665529395.1307614,99.73194073220046
1680000001,1680006000.9892857,4489988.865465036,1675516012.1238208,99.73273971266644
1690000001,1690006000.9893491,4503332.101011428,1685502668.8883376,99.73353159110825
1700000001,1700006000.9894118,4516635.917582909,1695489365.0718288,99.73431647212102
1710000001,1710006000.9894738,4529900.6624869825,1705476100.3269868,99.73509445815594
1720000001,1720006000.9895349,4543126.677960895,1715462874.311574,99.73586564957638
1730000001,1730006000.9895954,4556314.301274661,1725449686.6883206,99.73663014471231
1740000001,1740006000.9896553,4569463.864831409,1735436537.1248238,99.73738803991293
1750000001,1750006000.9897144,4582575.696265147,1745423425.2934492,99.73813942959775
1760000001,1760006000.9897728,4595650.118536006,1755410350.8712368,99.73888440630591
1770000001,1770006000.9898305,4608687.450023054,1765397313.5398076,99.73962306074411
1780000001,1780006000.9898877,4621688.004614764,1775384312.985273,99.74035548183295
1790000001,1790006000.9899442,4634652.091797182,1785371348.898147,99.741081756752
1800000001,1800006000.99,4647580.016739895,1795358420.9732602,99.74180197098322
1810000001,1810006000.9900553,4660472.080379841,1805345528.9096756,99.74251620835342
1820000001,1820006000.99011,4673328.57950305,1815332672.4106069,99.74322455107507
1830000001,1830006000.990164,4686149.806824361,1825319851.1833396,99.74392707978613
1840000001,1840006000.9902174,4698936.051065177,1835307064.9391522,99.74462387358865
1850000001,1850006000.9902704,4711687.597029327,1845294313.3932412,99.74531501008606
1860000001,1860006000.9903226,4724404.725677088,1855281596.2646456,99.74600056541959
1870000001,1870006000.9903743,4737087.714197406,1865268913.276177,99.74668061430346
1880000001,1880006000.9904256,4749736.836078395,1875256264.1543472,99.74735523005904
1890000001,1890006000.9904761,4762352.361176144,1885243648.6292999,99.74802448464817
1900000001,1900006000.9905262,4774934.555781891,1895231066.4347444,99.7486884487053
1910000001,1910006000.990576,4787483.682687597,1905218517.3078885,99.74934719156879
1920000001,1920006000.990625,4800000.00125,1915206000.9893749,99.75000078131144
1930000001,1930006000.9906735,4812483.767453143,1925193517.2232203,99.75064928476995
1940000001,1940006000.9907217,4824935.233969468,1935181065.7567523,99.75129276757363
1950000001,1950006000.9907694,4837354.650219477,1945168646.34055,99.75193129417235
1960000001,1960006000.9908164,4849742.2624300355,1955156258.7283864,99.75256492786357
1970000001,1970006000.990863,4862098.313691323,1965143902.6771717,99.75319373081881
1980000001,1980006000.990909,4874423.044012492,1975131577.9468966,99.75381776410914
1990000001,1990006000.9909549,4886716.690376065,1985119284.3005788,99.75443708773025
2000000001,2000006000.991,4898979.486791101,1995107021.5042088,99.75505176062653
2010000001,2010006000.9910448,4911211.664345165,2005094789.3266995,99.75566184071471
2020000001,2020006000.991089,4923413.451255135,2015082587.539834,99.7562673849068
2030000001,2030006000.991133,4935585.072916888,2025070415.918216,99.75686844913231
2040000001,2040006000.9911764,4947726.751953871,2035058274.2392225,99.75746508836004
2050000001,2050006000.9912195,4959838.708264614,2045046162.282955,99.75805735661913
2060000001,2060006000.9912622,4971921.159069198,2055034079.832193,99.75864530701965
2070000001,2070006000.9913044,4983974.318954703,2065022026.6723497,99.75922899177259
2080000001,2080006000.9913461,4995998.399919679,2075010002.5914264,99.7598084622093
2090000001,2090006000.9913876,5007993.61141765,2084998007.37997,99.76038376880057
2100000001,2100006000.9914286,5019960.160399682,2094986040.831029,99.76095496117489
2110000001,2110006000.9914691,5031898.251356043,2104974102.740113,99.76152208813663
2120000001,2120006000.9915094,5043808.086356974,2114962192.9051526,99.7620851976835
2130000001,2130006000.9915493,5055689.865092597,2124950311.1264567,99.76264433702352
2140000001,2140006000.9915888,5067543.784911976,2134938457.206677,99.76319955259173
2150000001,2150006000.9916277,5079370.040861366,2144926630.9507663,99.76375089006642
2160000001,2160006000.991667,5091168.825721653,2154914832.165945,99.76429839438481
2170000001,2170006000.991705,5102940.330045022,2164903060.6616597,99.76484210975853
2180000001,2180006000.991743,5114684.742190861,2174891316.2495522,99.76538207968859
2190000001,2190006000.9917808,5126402.24836093,2184879598.7434196,99.76591834697989
2200000001,2200006000.9918184,5138093.0326338,2194867907.9591846,99.76645095375571
2210000001,2210006000.991855,5149757.276998596,2204856243.7148566,99.76697994147132
2220000001,2220006000.991892,5161395.161388053,2214844605.830504,99.76750535092779
2230000001,2230006000.991928,5173006.863710892,2224832994.128217,99.76802722228506
2240000001,2240006000.9919643,5184592.559883563,2234821408.4320807,99.76854559507485
2250000001,2250006000.992,5196152.423861332,2244809848.5681386,99.76906050821329
2260000001,2260006000.9920354,5207686.627668758,2254798314.3643665,99.76957200001314
2270000001,2270006000.99207,5219195.341429558,2264786805.6506405,99.7700801081958
2280000001,2280006000.9921055,5230678.733395887,2274775322.2587094,99.77058486990298
2290000001,2290006000.99214,5242136.969977034,2284763864.022163,99.77108632170808
2300000001,2300006000.9921737,5253570.21576756,2294752430.7764063,99.77158449962734
2310000001,2310006000.9922075,5264978.633574879,2304741022.3586326,99.77207943913075
2320000001,2320006000.9922414,5276362.384446315,2314729638.6077952,99.77257117515259
2330000001,2330006000.9922748,5287721.627695618,2324718279.364579,99.7730597421018
2340000001,2340006000.9923077,5299056.520928985,2334706944.471379,99.77354517387212
2350000001,2350006000.9923406,5310367.220070567,2344695633.77227,99.774027503852
2360000001,2360006000.992373,5321653.879387497,2354684347.1129856,99.77450676493409
2370000001,2370006000.992405,5332916.651514441,2364673084.3408904,99.77498298952486
2380000001,2380006000.992437,5344155.687477677,2374661845.3049593,99.77545620955371
2390000001,2390006000.9924684,5355371.136718724,2384650629.8557496,99.77592645648191
2400000001,2400006000.9925003,5366563.147117529,2394639437.8453827,99.7763937613115
2410000001,2410006000.9925313,5377731.865015212,2404628269.1275163,99.7768581545938
2420000001,2420006000.992562,5388877.435236396,2414617123.5573254,99.77731966643776
2430000001,2430006000.9925923,5400000.001111111,2424606000.9914813,99.77777832651832
2440000001,2440006000.992623,5411099.704496305,2434594901.2881265,99.77823416408422
2450000001,2450006000.992653,5422176.68579695,2444583824.306856,99.77868720796602
2460000001,2460006000.992683,5433231.083986765,2454572769.908696,99.77913748658361
2470000001,2470006000.9927125,5444263.036628557,2464561737.956084,99.77958502795376
2480000001,2480006000.992742,5455272.679894196,2474550728.312848,99.7800298596975
2490000001,2490006000.992771,5466260.1485842215,2484539740.844187,99.78047200904717
2500000001,2500006000.9927998,5477225.5761471065,2494528775.4166527,99.78091150285351
2510000001,2510006000.9928284,5488169.094698158,2504517831.8981304,99.78134836759246
2520000001,2520006000.992857,5499090.835038098,2514506910.157819,99.78178262937185
2530000001,2530006000.9928856,5509990.926671295,2524496010.066214,99.78221431393803
2540000001,2540006000.9929132,5520869.49782369,2534485131.4950895,99.7826434466822
2550000001,2550006000.992941,5531726.675460384,2544474274.3174806,99.78307005264668
2560000001,2560006000.992969,5542562.585302939,2554463438.407666,99.78349415653116
2570000001,2570006000.992996,5553377.351846352,2564452623.64115,99.78391578269854
2580000001,2580006000.9930234,5564171.09837575,2574441829.8946476,99.78433495518095
2590000001,2590006000.99305,5574943.946982785,2584431057.046067,99.78475169768544
2600000001,2600006000.993077,5585696.018581749,2594420304.974495,99.78516603359961
2610000001,2610006000.9931035,5596427.432925401,2604409573.5601783,99.78557798599714
2620000001,2620006000.9931297,5607138.3086205395,2614398862.6845093,99.78598757764314
2630000001,2630006000.993156,5617828.763143284,2624388172.230013,99.78639483099955
2640000001,2640006000.9931817,5628498.912854119,2634377502.0803275,99.7867997682302
2650000001,2650006000.9932075,5639148.873012664,2644366852.120195,99.7872024112059
2660000001,2660006000.993233,5649778.757792202,2654356222.235441,99.78760278150942
2670000001,2670006000.9932585,5660388.6802939605,2664345612.3129644,99.78800090044037
2680000001,2680006000.9932837,5670978.752561148,2674335022.2407227,99.78839678901991
2690000001,2690006000.9933085,5681549.085592766,2684324451.907716,99.78879046799544
2700000001,2700006000.9933333,5692099.789357175,2694313901.203976,99.78918195784516
2710000001,2710006000.9933577,5702630.972805447,2704303370.020552,99.78957127878259
2720000001,2720006000.9933825,5713142.74388449,2714292858.249498,99.78995845076084
2730000001,2730006000.993407,5723635.209549959,2724282365.783857,99.79034349347704
2740000001,2740006000.9934306,5734108.47577895,2734271892.5176516,99.79072642637644
2750000001,2750006000.9934545,5744562.647582495,2744261438.345872,99.7911072686566
2760000001,2760006000.9934783,5754997.829017836,2754251003.1644607,99.79148603927143
2770000001,2770006000.9935017,5765414.123200518,2764240586.8703012,99.79186275693509
2780000001,2780006000.993525,5775811.6323162755,2774230189.361209,99.79223744012596
2790000001,2790006000.9935484,5786190.457632725,2784219810.535916,99.79261010709037
2800000001,2800006000.9935713,5796550.699510874,2794209450.29406,99.7929807758464
2810000001,2810006000.993594,5806892.457416445,2804199108.5361776,99.79334946418751
2820000001,2820006000.993617,5817215.829931016,2814188785.1636863,99.79371618968608
2830000001,2830006000.9936395,5827520.914762983,2824178480.0788765,99.79408096969699
2840000001,2840006000.993662,5837807.808758353,2834168193.1849036,99.79444382136109
2850000001,2850006000.9936843,5848076.607911357,2844157924.3857727,99.79480476160848
2860000001,2860006000.993706,5858327.407374907,2854147673.5863314,99.79516380716197
2870000001,2870006000.993728,5868560.301470881,2864137440.6922574,99.79552097454017
2880000001,2880006000.99375,5878775.383700248,2874127225.6100497,99.79587628006081
2890000001,2890006000.9937716,5888972.746753036,2884117028.2470183,99.79622973984385
2900000001,2900006000.993793,5899152.482518146,2894106848.511275,99.79658136981452
2910000001,2910006000.9938145,5909314.682093009,2904096686.3117213,99.79693118570631
2920000001,2920006000.9938354,5919459.435793103,2914086541.5580425,99.79727920306402
2930000001,2930006000.993857,5929586.833161312,2924076414.1606956,99.79762543724654
2940000001,2940006000.9938774,5939696.962977151,2934066304.0309005,99.79796990342983
2950000001,2950006000.9938984,5949789.913265846,2944056211.0806327,99.79831261660955
2960000001,2960006000.993919,5959865.77130727,2954046135.2226114,99.798653591604
2970000001,2970006000.9939394,5969924.623644757,2964036076.3702946,99.79899284305664
2980000001,2980006000.99396,5979966.556093771,2974026034.437866,99.79933038543885
2990000001,2990006000.99398,5989991.653750446,2984016009.3402295,99.7996662330524
3000000001,3000006000.994,6000000.001,2994006000.993,99.80000040003215
3010000001,3010006000.99402,6009991.6815250255,3003996009.3124948,99.80033290034835
3020000001,3020006000.9940395,6019966.778313648,3013986034.215726,99.80066374780937
3030000001,3030006000.9940596,6029925.373667572,3023976075.620392,99.80099295606381
3040000001,3040006000.994079,6039867.549209999,3033966133.444869,99.80132053860305
3050000001,3050006000.994098,6049793.385893439,3043956207.608205,99.80164650876354
3060000001,3060006000.9941177,6059702.964007394,3053946298.0301104,99.80197087972904
3070000001,3070006000.994137,6069596.363185941,3063936404.630951,99.8022936645329
3080000001,3080006000.994156,6079473.662415193,3073926527.331741,99.80261487606022
3090000001,3090006000.994175,6089334.940040661,3083916666.0541344,99.80293452705007
3100000001,3100006000.9941936,6099180.273774501,3093906820.720419,99.80325263009753
3110000001,3110006000.994212,6109009.740702662,3103896991.2535095,99.80356919765589
3120000001,3120006000.9942307,6118823.4172919225,3113887177.5769386,99.80388424203856
3130000001,3130006000.994249,6128621.379396838,3123877379.614852,99.80419777542119
3140000001,3140006000.9942675,6138403.702266576,3133867597.292001,99.80450980984358
3150000001,3150006000.9942856,6148170.460551659,3143857830.533734,99.80482035721167
3160000001,3160006000.9943037,6157921.728310616,3153848079.265993,99.80512942929941
3170000001,3170006000.994322,6167657.579016526,3163838343.415305,99.80543703775065
3180000001,3180006000.99434,6177378.085563486,3173828622.9087763,99.80574319408102
3190000001,3190006000.994357,6187083.32027297,3183818917.674084,99.80604790967966
3200000001,3200006000.994375,6196773.354900113,3193809227.6394753,99.80635119581106
3210000001,3210006000.9943924,6206448.260639897,3203799552.7337527,99.80665306361679
3220000001,3220006000.99441,6216108.1081332555,3213789892.8862767,99.80695352411723
3230000001,3230006000.994427,6225752.967473092,3223780248.026954,99.80725258821327
3240000001,3240006000.9944444,6235382.908210209,3233770618.086234,99.80755026668788
3250000001,3250006000.9944615,6244997.999359167,3243761002.9951024,99.80784657020793
3260000001,3260006000.9944787,6254598.30940405,3253751402.685075,99.80814150932557
3270000001,3270006000.9944954,6264183.906304156,3263741817.088191,99.80843509447998
3280000001,3280006000.994512,6273754.857499613,3273732246.1370125,99.80872733599885
3290000001,3290006000.994529,6283311.229916913,3283722689.7646117,99.80901824409993
3300000001,3300006000.9945455,6292853.089974372,3293713147.904571,99.8093078288925
3310000001,3310006000.994562,6302380.503587513,3303703620.4909744,99.80959610037885
3320000001,3320006000.9945784,6311893.536174387,3313694107.458404,99.80988306845579
3330000001,3330006000.9945946,6321392.252660802,3323684608.741934,99.81016874291599
3340000001,3340006000.994611,6330876.717485501,3333675124.2771254,99.81045313344946
3350000001,3350006000.994627,6340346.994605264,3343665654.000022,99.81073624964485
3360000001,3360006000.9946427,6349803.147499928,3353656197.8471427,99.81101810099088
3370000001,3370006000.9946585,6359245.239177367,3363646755.7554812,99.81129869687769
3380000001,3380006000.9946747,6368673.332178375,3373637327.662496,99.81157804659802
3390000001,3390006000.9946904,6378087.48858151,3383627913.5061088,99.81185615934868
3400000001,3400006000.9947057,6387487.770007861,3393618513.2246976,99.81213304423171
3410000001,3410006000.9947214,6396874.237625749,3403609126.757096,99.81240871025565
3420000001,3420006000.994737,6406246.952155372,3413599754.0425816,99.81268316633678
3430000001,3430006000.994752,6415605.9738733955,3423590395.0208783,99.81295642130034
3440000001,3440006000.9947677,6424951.362617464,3433581049.63215,99.81322848388172
3450000001,3450006000.9947824,6434283.17779067,3443571717.816992,99.81349936272763
3460000001,3460006000.9947977,6443601.478365961,3453562399.516432,99.81376906639719
3470000001,3470006000.994813,6452906.322890485,3463553094.6719227,99.81403760336322
3480000001,3480006000.9948273,6462197.769489882,3473543803.2253375,99.81430498201318
3490000001,3490006000.9948425,6471475.87587252,3483534525.11897,99.81457121065041
3500000001,3500006000.9948573,6480740.699333681,3493525260.2955236,99.81483629749516
3510000001,3510006000.9948716,6489992.296759681,3503516008.698112,99.8151002506856
3520000001,3520006000.9948864,6499230.724631955,3513506770.2702546,99.81536307827898
3530000001,3530006000.9949007,6508456.03903107,3523497544.9558697,99.81562478825258
3540000001,3540006000.994915,6517668.295640704,3533488332.6992745,99.81588538850474
3550000001,3550006000.99493,6526867.549751565,3543479133.445178,99.8161448868559
3560000001,3560006000.9949436,6536053.856265262,3553469947.1386786,99.81640329104955
3570000001,3570006000.994958,6545227.269698127,3563460773.72526,99.81666060875321
3580000001,3580006000.994972,6554387.844184993,3573451613.1507874,99.81691684755938
3590000001,3590006000.994986,6563535.633482917,3583442465.361503,99.8171720149865
3600000001,3600006000.995,6572670.690974864,3593433330.304025,99.81742611847986
3610000001,3610006000.9950137,6581793.06967334,3603424207.92534,99.81767916541249
3620000001,3620006000.9950275,6590902.822223978,3613415098.1728034,99.81793116308613
3630000001,3630006000.9950414,6600000.000909091,3623406000.994132,99.81818211873204
3640000001,3640006000.9950547,6609084.657651164,3633396916.337404,99.8184320395119
3650000001,3650006000.9950686,6618156.844016315,3643387844.151052,99.81868093251867
3660000001,3660006000.995082,6627216.611217714,3653378784.3838644,99.81892880477749
3670000001,3670006000.9950953,6636264.010118946,3663369736.9849763,99.81917566324634
